serial_num,equip_type,manufacturer,manufacture_date,date_active,date_not_viable,facility,ownership_type,lab_level,calib_engineer_nm,calib_engineer_post,most_recent_calibration,next_calibration,most_recent_maintenance,next_maintenance,maintenance_engineer_nm,maintenance_engineer_post,retirement_date,retirement_requested,retirement_dt_requested,long,lat,last_altered
9495,P24,lab_equip_r_us,2017-04-13,2017-04-17,2019-04-13,Lab,private,regional,tech2,affiliate2,2017-05-29,2017-08-27,2017-05-20,2017-11-16,tech3,affiliate3,2019-04-07,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9496,graduated_pipettes,lab_equip_r_us,2017-04-13,2017-04-15,2019-04-13,Lab,gov,regional,tech1,affiliate1,2017-06-02,2017-08-31,2017-06-13,2017-12-10,tech1,affiliate1,2019-04-05,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9497,pcr_machine,best_labs,2017-06-19,2017-06-25,2019-06-19,Lab,gov,district,tech3,affiliate3,2017-07-26,2017-10-24,2017-08-22,2018-02-18,tech3,affiliate3,2019-06-15,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9498,coulter,lab_equip_r_us,2017-04-12,2017-04-28,2019-04-12,Lab3,gov,district,tech1,affiliate1,2017-05-25,2017-08-23,2017-07-20,2018-01-16,tech2,affiliate2,2019-04-18,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9499,spectrophotometer,quality_equip,2016-12-06,2017-01-03,2018-12-06,Lab1,gov,district,tech2,affiliate2,2017-01-24,2017-04-24,2017-03-04,2017-08-31,tech1,affiliate1,2018-12-24,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9500,pcr_machine,lab_equip_r_us,2016-01-23,2016-02-17,2018-01-22,Lab4,parochial,other,tech2,affiliate2,2016-03-26,2016-06-24,2016-04-03,2016-09-30,tech3,affiliate3,2018-02-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9501,P24,quality_equip,2017-03-07,2017-03-08,2019-03-07,Lab3,private,district,tech2,affiliate2,2017-03-11,2017-06-09,2017-06-06,2017-12-03,tech3,affiliate3,2019-02-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9502,hiv reagents,lab_equip_r_us,2017-01-24,2017-02-13,2019-01-24,Lab3,gov,regional,tech1,affiliate1,2017-02-26,2017-05-27,2017-03-29,2017-09-25,tech3,affiliate3,2019-02-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9503,pcr_tube,lab_equip_r_us,2017-12-25,2018-01-12,2019-12-25,Lab1,gov,national,tech1,affiliate1,2018-01-15,2018-04-15,2018-03-06,2018-09-02,tech1,affiliate1,2020-01-02,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9504,P24,lab_equip_r_us,2017-11-02,2017-11-04,2019-11-02,Lab,gov,district,tech2,affiliate2,2017-12-29,2018-03-29,2018-01-10,2018-07-09,tech3,affiliate3,2019-10-25,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9505,graduated_pipettes,quality_equip,2016-09-24,2016-10-20,2018-09-24,Lab4,private,district,tech2,affiliate2,2016-11-07,2017-02-05,2016-12-19,2017-06-17,tech1,affiliate1,2018-10-10,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9506,pcr_machine,best_labs,2016-01-11,2016-01-13,2018-01-10,Lab2,gov,district,tech1,affiliate1,2016-01-26,2016-04-25,2016-02-29,2016-08-27,tech3,affiliate3,2018-01-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9507,hiv reagents,best_labs,2017-08-03,2017-08-31,2019-08-03,Lab1,gov,regional,tech2,affiliate2,2017-10-21,2018-01-19,2017-10-26,2018-04-24,tech1,affiliate1,2019-08-21,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9508,pcr_machine,quality_equip,2016-12-17,2016-12-26,2018-12-17,Lab,gov,district,tech1,affiliate1,2017-02-13,2017-05-14,2017-03-13,2017-09-09,tech1,affiliate1,2018-12-16,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9509,pcr_machine,best_labs,2017-04-08,2017-04-14,2019-04-08,Lab1,private,district,tech2,affiliate2,2017-04-27,2017-07-26,2017-06-29,2017-12-26,tech3,affiliate3,2019-04-04,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9510,pcr_tube,best_labs,2017-12-30,2018-01-10,2019-12-30,Lab3,private,district,tech2,affiliate2,2018-01-19,2018-04-19,2018-04-06,2018-10-03,tech3,affiliate3,2019-12-31,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9511,graduated_pipettes,lab_equip_r_us,2016-12-30,2017-01-26,2018-12-30,Lab2,gov,other,tech2,affiliate2,2017-01-28,2017-04-28,2017-03-05,2017-09-01,tech2,affiliate2,2019-01-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9512,centrifuge,lab_equip_r_us,2017-12-03,2017-12-14,2019-12-03,Lab2,gov,district,tech2,affiliate2,2018-01-27,2018-04-27,2018-01-22,2018-07-21,tech1,affiliate1,2019-12-04,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9513,micropipettes,lab_equip_r_us,2017-04-02,2017-04-12,2019-04-02,Lab1,gov,district,tech3,affiliate3,2017-04-26,2017-07-25,2017-05-30,2017-11-26,tech1,affiliate1,2019-04-02,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9514,centrifuge,lab_equip_r_us,2017-06-16,2017-06-26,2019-06-16,Lab4,parochial,district,tech3,affiliate3,2017-07-25,2017-10-23,2017-09-04,2018-03-03,tech3,affiliate3,2019-06-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9515,CD4_CD8_counter,best_labs,2016-02-27,2016-03-19,2018-02-26,Lab4,gov,regional,tech2,affiliate2,2016-05-03,2016-08-01,2016-06-08,2016-12-05,tech2,affiliate2,2018-03-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9516,CD4_CD8_counter,lab_equip_r_us,2017-04-03,2017-04-08,2019-04-03,Lab,gov,other,tech2,affiliate2,2017-06-07,2017-09-05,2017-06-15,2017-12-12,tech2,affiliate2,2019-03-29,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9517,centrifuge,best_labs,2017-01-16,2017-02-03,2019-01-16,Lab2,gov,district,tech1,affiliate1,2017-04-02,2017-07-01,2017-04-20,2017-10-17,tech3,affiliate3,2019-01-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9518,CD4_CD8_counter,quality_equip,2016-11-12,2016-11-13,2018-11-12,Lab4,gov,regional,tech1,affiliate1,2016-12-08,2017-03-08,2017-01-19,2017-07-18,tech2,affiliate2,2018-11-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9519,hiv reagents,best_labs,2017-02-24,2017-02-27,2019-02-24,Lab,gov,district,tech3,affiliate3,2017-04-27,2017-07-26,2017-04-30,2017-10-27,tech3,affiliate3,2019-02-17,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9520,spectrophotometer,quality_equip,2016-03-10,2016-03-15,2018-03-10,Lab1,parochial,national,tech1,affiliate1,2016-04-18,2016-07-17,2016-04-28,2016-10-25,tech2,affiliate2,2018-03-05,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9521,CD4_CD8_counter,lab_equip_r_us,2016-10-09,2016-10-22,2018-10-09,Lab2,gov,other,tech3,affiliate3,2016-12-08,2017-03-08,2016-12-07,2017-06-05,tech2,affiliate2,2018-10-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9522,centrifuge,lab_equip_r_us,2017-06-16,2017-06-30,2019-06-16,Lab3,gov,national,tech2,affiliate2,2017-08-23,2017-11-21,2017-08-02,2018-01-29,tech2,affiliate2,2019-06-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9523,micropipettes,lab_equip_r_us,2016-03-25,2016-04-16,2018-03-25,Lab,gov,district,tech3,affiliate3,2016-05-05,2016-08-03,2016-06-20,2016-12-17,tech1,affiliate1,2018-04-06,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9524,coulter,lab_equip_r_us,2017-09-28,2017-10-23,2019-09-28,Lab,gov,district,tech1,affiliate1,2017-12-06,2018-03-06,2018-01-21,2018-07-20,tech3,affiliate3,2019-10-13,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9525,CD4_CD8_counter,lab_equip_r_us,2016-12-14,2017-01-04,2018-12-14,Lab4,gov,other,tech3,affiliate3,2017-02-21,2017-05-22,2017-02-12,2017-08-11,tech3,affiliate3,2018-12-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9526,hiv reagents,lab_equip_r_us,2017-07-31,2017-08-01,2019-07-31,Lab3,gov,regional,tech2,affiliate2,2017-09-16,2017-12-15,2017-10-01,2018-03-30,tech2,affiliate2,2019-07-22,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9527,pcr_tube,lab_equip_r_us,2016-07-27,2016-08-08,2018-07-27,Lab1,gov,regional,tech1,affiliate1,2016-10-07,2017-01-05,2016-10-19,2017-04-17,tech1,affiliate1,2018-07-29,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9528,hiv reagents,lab_equip_r_us,2017-10-25,2017-11-17,2019-10-25,Lab1,gov,district,tech2,affiliate2,2018-01-03,2018-04-03,2018-01-22,2018-07-21,tech1,affiliate1,2019-11-07,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9529,pcr_machine,best_labs,2017-01-28,2017-01-29,2019-01-28,Lab3,private,district,tech2,affiliate2,2017-02-23,2017-05-24,2017-04-12,2017-10-09,tech3,affiliate3,2019-01-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9530,centrifuge,quality_equip,2016-02-18,2016-03-17,2018-02-17,Lab3,gov,district,tech3,affiliate3,2016-04-27,2016-07-26,2016-05-08,2016-11-04,tech1,affiliate1,2018-03-07,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9531,coulter,lab_equip_r_us,2016-07-29,2016-08-05,2018-07-29,Lab2,gov,regional,tech1,affiliate1,2016-08-16,2016-11-14,2016-09-19,2017-03-18,tech3,affiliate3,2018-07-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9532,CD4_CD8_counter,best_labs,2016-02-09,2016-03-08,2018-02-08,Lab4,private,district,tech1,affiliate1,2016-04-18,2016-07-17,2016-04-30,2016-10-27,tech1,affiliate1,2018-02-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9533,spectrophotometer,quality_equip,2016-02-06,2016-02-26,2018-02-05,Lab2,gov,district,tech2,affiliate2,2016-04-23,2016-07-22,2016-04-29,2016-10-26,tech2,affiliate2,2018-02-15,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9534,centrifuge,lab_equip_r_us,2017-11-02,2017-11-14,2019-11-02,Lab,gov,other,tech2,affiliate2,2017-11-28,2018-02-26,2018-01-09,2018-07-08,tech2,affiliate2,2019-11-04,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9535,centrifuge,best_labs,2017-01-31,2017-02-26,2019-01-31,Lab1,gov,national,tech2,affiliate2,2017-04-26,2017-07-25,2017-05-09,2017-11-05,tech3,affiliate3,2019-02-16,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9536,pcr_tube,lab_equip_r_us,2016-03-11,2016-04-05,2018-03-11,Lab4,private,district,tech3,affiliate3,2016-05-24,2016-08-22,2016-06-15,2016-12-12,tech2,affiliate2,2018-03-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9537,hiv reagents,lab_equip_r_us,2017-10-28,2017-11-13,2019-10-28,Lab4,gov,other,tech2,affiliate2,2017-12-31,2018-03-31,2018-01-14,2018-07-13,tech1,affiliate1,2019-11-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9538,pcr_tube,best_labs,2016-11-03,2016-12-01,2018-11-03,Lab,gov,district,tech2,affiliate2,2016-12-17,2017-03-17,2017-01-08,2017-07-07,tech1,affiliate1,2018-11-21,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9539,pcr_machine,lab_equip_r_us,2016-07-15,2016-07-17,2018-07-15,Lab1,gov,district,tech2,affiliate2,2016-08-05,2016-11-03,2016-09-27,2017-03-26,tech3,affiliate3,2018-07-07,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9540,spectrophotometer,lab_equip_r_us,2017-06-21,2017-06-30,2019-06-21,Lab4,parochial,district,tech3,affiliate3,2017-07-25,2017-10-23,2017-09-28,2018-03-27,tech3,affiliate3,2019-06-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9541,spectrophotometer,quality_equip,2016-02-08,2016-03-07,2018-02-07,Lab2,gov,district,tech1,affiliate1,2016-03-25,2016-06-23,2016-04-24,2016-10-21,tech1,affiliate1,2018-02-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9542,coulter,lab_equip_r_us,2017-07-24,2017-08-09,2019-07-24,Lab,parochial,other,tech3,affiliate3,2017-09-29,2017-12-28,2017-09-20,2018-03-19,tech2,affiliate2,2019-07-30,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9543,CD4_CD8_counter,lab_equip_r_us,2017-07-22,2017-07-28,2019-07-22,Lab1,gov,district,tech3,affiliate3,2017-08-18,2017-11-16,2017-09-12,2018-03-11,tech1,affiliate1,2019-07-18,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9544,pcr_tube,lab_equip_r_us,2016-03-22,2016-04-13,2018-03-22,Lab4,gov,district,tech2,affiliate2,2016-06-09,2016-09-07,2016-06-16,2016-12-13,tech3,affiliate3,2018-04-03,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9545,coulter,quality_equip,2016-02-04,2016-02-17,2018-02-03,Lab2,gov,district,tech2,affiliate2,2016-04-08,2016-07-07,2016-05-07,2016-11-03,tech3,affiliate3,2018-02-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9546,hiv reagents,lab_equip_r_us,2017-09-14,2017-10-05,2019-09-14,Lab1,gov,other,tech3,affiliate3,2017-11-29,2018-02-27,2018-01-03,2018-07-02,tech1,affiliate1,2019-09-25,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9547,pcr_tube,best_labs,2016-09-17,2016-10-10,2018-09-17,Lab3,gov,other,tech3,affiliate3,2016-12-05,2017-03-05,2016-12-11,2017-06-09,tech2,affiliate2,2018-09-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9548,centrifuge,best_labs,2016-02-03,2016-02-25,2018-02-02,Lab2,private,district,tech3,affiliate3,2016-03-18,2016-06-16,2016-04-02,2016-09-29,tech1,affiliate1,2018-02-14,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9549,hiv reagents,quality_equip,2017-04-29,2017-04-30,2019-04-29,Lab3,private,district,tech2,affiliate2,2017-05-04,2017-08-02,2017-07-29,2018-01-25,tech3,affiliate3,2019-04-20,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9550,pcr_tube,quality_equip,2017-08-16,2017-08-17,2019-08-16,Lab4,gov,regional,tech3,affiliate3,2017-10-06,2018-01-04,2017-10-30,2018-04-28,tech3,affiliate3,2019-08-07,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9551,coulter,lab_equip_r_us,2016-07-14,2016-08-05,2018-07-14,Lab,private,district,tech1,affiliate1,2016-08-07,2016-11-05,2016-11-03,2017-05-02,tech2,affiliate2,2018-07-26,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9552,centrifuge,quality_equip,2016-12-29,2017-01-01,2018-12-29,Lab1,gov,district,tech2,affiliate2,2017-01-21,2017-04-21,2017-02-22,2017-08-21,tech2,affiliate2,2018-12-22,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9553,centrifuge,lab_equip_r_us,2016-05-14,2016-06-11,2018-05-14,Lab2,private,district,tech2,affiliate2,2016-07-01,2016-09-29,2016-07-14,2017-01-10,tech2,affiliate2,2018-06-01,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9554,hiv reagents,quality_equip,2016-04-25,2016-05-20,2018-04-25,Lab2,gov,regional,tech3,affiliate3,2016-07-18,2016-10-16,2016-06-28,2016-12-25,tech1,affiliate1,2018-05-10,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9555,spectrophotometer,best_labs,2017-11-23,2017-12-19,2019-11-23,Lab4,gov,district,tech2,affiliate2,2018-01-30,2018-04-30,2018-02-18,2018-08-17,tech3,affiliate3,2019-12-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9556,hiv reagents,lab_equip_r_us,2017-05-08,2017-06-05,2019-05-08,Lab1,gov,district,tech1,affiliate1,2017-06-21,2017-09-19,2017-07-12,2018-01-08,tech2,affiliate2,2019-05-26,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9557,micropipettes,lab_equip_r_us,2017-12-17,2018-01-03,2019-12-17,Lab2,gov,district,tech2,affiliate2,2018-01-26,2018-04-26,2018-03-08,2018-09-04,tech2,affiliate2,2019-12-24,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9558,pcr_tube,quality_equip,2017-11-04,2017-11-15,2019-11-04,Lab,private,regional,tech2,affiliate2,2017-11-16,2018-02-14,2018-01-02,2018-07-01,tech3,affiliate3,2019-11-05,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9559,P24,lab_equip_r_us,2017-02-15,2017-02-20,2019-02-15,Lab4,gov,other,tech1,affiliate1,2017-04-18,2017-07-17,2017-04-29,2017-10-26,tech1,affiliate1,2019-02-10,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9560,CD4_CD8_counter,best_labs,2017-08-23,2017-09-19,2019-08-23,Lab1,gov,national,tech3,affiliate3,2017-11-16,2018-02-14,2017-12-07,2018-06-05,tech2,affiliate2,2019-09-09,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9561,spectrophotometer,lab_equip_r_us,2016-09-06,2016-09-18,2018-09-06,Lab2,gov,district,tech3,affiliate3,2016-10-27,2017-01-25,2016-11-07,2017-05-06,tech1,affiliate1,2018-09-08,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9562,graduated_pipettes,best_labs,2016-10-08,2016-10-22,2018-10-08,Lab,gov,district,tech3,affiliate3,2016-11-01,2017-01-30,2016-11-25,2017-05-24,tech3,affiliate3,2018-10-12,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9563,spectrophotometer,quality_equip,2016-08-07,2016-08-19,2018-08-07,Lab1,gov,district,tech3,affiliate3,2016-08-26,2016-11-24,2016-11-07,2017-05-06,tech2,affiliate2,2018-08-09,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9564,graduated_pipettes,quality_equip,2016-09-27,2016-10-03,2018-09-27,Lab1,private,other,tech3,affiliate3,2016-11-20,2017-02-18,2016-12-17,2017-06-15,tech2,affiliate2,2018-09-23,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9565,micropipettes,lab_equip_r_us,2017-11-12,2017-11-18,2019-11-12,Lab1,gov,district,tech3,affiliate3,2017-12-26,2018-03-26,2017-12-27,2018-06-25,tech2,affiliate2,2019-11-08,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9566,hiv reagents,lab_equip_r_us,2017-05-14,2017-05-29,2019-05-14,Lab1,gov,regional,tech3,affiliate3,2017-06-18,2017-09-16,2017-08-23,2018-02-19,tech1,affiliate1,2019-05-19,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9567,spectrophotometer,lab_equip_r_us,2017-08-27,2017-09-26,2019-08-27,Lab,parochial,regional,tech1,affiliate1,2017-10-14,2018-01-12,2017-10-26,2018-04-24,tech1,affiliate1,2019-09-16,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9568,pcr_machine,quality_equip,2016-07-04,2016-07-19,2018-07-04,Lab2,gov,district,tech1,affiliate1,2016-08-29,2016-11-27,2016-08-25,2017-02-21,tech3,affiliate3,2018-07-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9569,graduated_pipettes,best_labs,2017-02-22,2017-02-28,2019-02-22,Lab3,gov,national,tech3,affiliate3,2017-03-26,2017-06-24,2017-05-02,2017-10-29,tech3,affiliate3,2019-02-18,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9570,centrifuge,best_labs,2016-07-31,2016-08-09,2018-07-31,Lab3,gov,district,tech1,affiliate1,2016-08-24,2016-11-22,2016-10-23,2017-04-21,tech2,affiliate2,2018-07-30,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9571,pcr_machine,best_labs,2017-10-20,2017-10-23,2019-10-20,Lab,gov,district,tech3,affiliate3,2017-10-26,2018-01-24,2017-11-30,2018-05-29,tech1,affiliate1,2019-10-13,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9572,pcr_machine,lab_equip_r_us,2016-08-17,2016-08-28,2018-08-17,Lab4,private,regional,tech3,affiliate3,2016-10-27,2017-01-25,2016-10-12,2017-04-10,tech1,affiliate1,2018-08-18,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9573,centrifuge,quality_equip,2016-07-06,2016-08-05,2018-07-06,Lab4,gov,national,tech3,affiliate3,2016-08-09,2016-11-07,2016-09-19,2017-03-18,tech2,affiliate2,2018-07-26,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9574,micropipettes,quality_equip,2016-08-16,2016-08-21,2018-08-16,Lab4,gov,regional,tech2,affiliate2,2016-08-26,2016-11-24,2016-11-09,2017-05-08,tech3,affiliate3,2018-08-11,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9575,hiv reagents,quality_equip,2017-08-24,2017-09-06,2019-08-24,Lab,gov,district,tech1,affiliate1,2017-09-08,2017-12-07,2017-11-25,2018-05-24,tech2,affiliate2,2019-08-27,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9576,graduated_pipettes,lab_equip_r_us,2016-10-24,2016-10-31,2018-10-24,Lab4,gov,district,tech2,affiliate2,2016-12-15,2017-03-15,2017-01-01,2017-06-30,tech2,affiliate2,2018-10-21,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9577,coulter,quality_equip,2017-06-27,2017-07-05,2019-06-27,Lab2,gov,regional,tech3,affiliate3,2017-07-16,2017-10-14,2017-08-14,2018-02-10,tech1,affiliate1,2019-06-25,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9578,micropipettes,lab_equip_r_us,2016-10-29,2016-11-26,2018-10-29,Lab4,private,national,tech2,affiliate2,2017-01-05,2017-04-05,2017-01-01,2017-06-30,tech2,affiliate2,2018-11-16,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9579,CD4_CD8_counter,lab_equip_r_us,2017-08-25,2017-09-19,2019-08-25,Lab2,parochial,district,tech2,affiliate2,2017-10-14,2018-01-12,2017-12-14,2018-06-12,tech3,affiliate3,2019-09-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9580,pcr_tube,lab_equip_r_us,2017-02-16,2017-02-28,2019-02-16,Lab2,gov,other,tech1,affiliate1,2017-04-19,2017-07-18,2017-05-24,2017-11-20,tech1,affiliate1,2019-02-18,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9581,CD4_CD8_counter,quality_equip,2016-11-09,2016-11-15,2018-11-09,Lab4,private,district,tech3,affiliate3,2016-12-23,2017-03-23,2017-01-19,2017-07-18,tech3,affiliate3,2018-11-05,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9582,micropipettes,best_labs,2017-05-12,2017-05-29,2019-05-12,Lab4,gov,district,tech2,affiliate2,2017-06-17,2017-09-15,2017-08-08,2018-02-04,tech1,affiliate1,2019-05-19,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9583,graduated_pipettes,quality_equip,2017-04-10,2017-04-20,2019-04-10,Lab,private,district,tech3,affiliate3,2017-06-13,2017-09-11,2017-06-13,2017-12-10,tech2,affiliate2,2019-04-10,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9584,centrifuge,lab_equip_r_us,2017-10-18,2017-10-22,2019-10-18,Lab3,private,regional,tech2,affiliate2,2017-12-07,2018-03-07,2017-12-10,2018-06-08,tech1,affiliate1,2019-10-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9585,spectrophotometer,lab_equip_r_us,2016-11-11,2016-11-17,2018-11-11,Lab,private,regional,tech3,affiliate3,2016-11-29,2017-02-27,2017-01-30,2017-07-29,tech2,affiliate2,2018-11-07,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9586,pcr_machine,best_labs,2017-05-06,2017-05-19,2019-05-06,Lab4,gov,district,tech2,affiliate2,2017-05-26,2017-08-24,2017-07-11,2018-01-07,tech3,affiliate3,2019-05-09,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9587,pcr_tube,lab_equip_r_us,2017-02-02,2017-02-16,2019-02-02,Lab,private,regional,tech1,affiliate1,2017-04-10,2017-07-09,2017-04-17,2017-10-14,tech1,affiliate1,2019-02-06,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9588,pcr_tube,lab_equip_r_us,2016-01-10,2016-01-11,2018-01-09,Lab1,gov,district,tech3,affiliate3,2016-02-21,2016-05-21,2016-03-13,2016-09-09,tech3,affiliate3,2017-12-31,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9589,P24,best_labs,2016-12-06,2016-12-12,2018-12-06,Lab2,gov,regional,tech2,affiliate2,2017-01-27,2017-04-27,2017-03-03,2017-08-30,tech2,affiliate2,2018-12-02,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9590,centrifuge,quality_equip,2017-01-31,2017-02-26,2019-01-31,Lab,gov,district,tech3,affiliate3,2017-04-22,2017-07-21,2017-05-06,2017-11-02,tech2,affiliate2,2019-02-16,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9591,graduated_pipettes,best_labs,2017-07-24,2017-08-21,2019-07-24,Lab1,gov,regional,tech1,affiliate1,2017-09-03,2017-12-02,2017-09-20,2018-03-19,tech3,affiliate3,2019-08-11,,,9.767868700000008,4.0510564,2016-01-01T00:00:01Z
9592,hiv reagents,best_labs,2016-04-10,2016-05-09,2018-04-10,Lab3,private,district,tech1,affiliate1,2016-05-31,2016-08-29,2016-07-27,2017-01-23,tech1,affiliate1,2018-04-29,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9593,spectrophotometer,lab_equip_r_us,2017-01-22,2017-02-10,2019-01-22,Lab4,parochial,district,tech2,affiliate2,2017-03-29,2017-06-27,2017-04-25,2017-10-22,tech1,affiliate1,2019-01-31,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9594,graduated_pipettes,quality_equip,2017-08-13,2017-08-16,2019-08-13,Lab4,gov,district,tech3,affiliate3,2017-08-18,2017-11-16,2017-10-16,2018-04-14,tech2,affiliate2,2019-08-06,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
9595,micropipettes,lab_equip_r_us,2017-06-22,2017-07-03,2019-06-22,Lab,gov,district,tech3,affiliate3,2017-07-09,2017-10-07,2017-08-03,2018-01-30,tech2,affiliate2,2019-06-23,,,11.502075200000036,3.848032500000001,2016-01-01T00:00:01Z
9596,CD4_CD8_counter,lab_equip_r_us,2016-03-06,2016-03-22,2018-03-06,Lab3,gov,district,tech2,affiliate2,2016-05-21,2016-08-19,2016-04-30,2016-10-27,tech2,affiliate2,2018-03-12,,,3.379205700000057,6.5243793,2016-01-01T00:00:01Z
