facility_id,count_equip,manufacturer,model_number,serial_number,manufacture_date,service_provider,equip_type,lab_name,lab_address,lab_level,lab_affi,address_geocode,latitude,longitude
SE/EBO/004,NA,,,,NA,HOSPITAL BIOMEDICAL ENGINEER,incubator,GENERAL HOSPITAL OKPOSI,AMASIRI ROADA OKPOSI EBONYI,Secondary,Public Health,"AMASIRI ROADA OKPOSI EBONYI, Nigeria",39.78373,-100.445882
NC/PLA/007,NA,MENTMERT,EN50529,NA,NA,NA,incubator,PRIMARY HEALTH CARE CENTRE,BAPKWAI LANGTAN NORTH PLATEAU STATE,NA,NA,"BAPKWAI LANGTAN NORTH PLATEAU STATE, Nigeria",39.78373,-100.445882
NC/KWA/001,NA,HARPOW SCIENTIFIC LTD,E115,H1 115 089 1204,NA,NA,incubator,TBL/SKIN DISEASE HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NC/KWA/001,NA,HARPOW SCIENTIFIC LTD,E115,H1 115 089 1204,NA,NA,incubator,TBL/SKIN DISEASE HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NC/KWA/002,NA,ANABEST SCIENTIFIC CO,,,NA,NA,incubator,GENERAL HOSPITAL LAFIAGI,LAFIAGI KWARA STATE,Secondary,NA,"LAFIAGI KWARA STATE, Nigeria",8.853631,5.418888
NC/KWA/005,NA,NA,DNP-9022A,14120,NA,NA,incubator,COTTAGE HOSPITAL,OBBO AIYEGUNLE EKITI LGA KWARA ST.,NA,NA,"OBBO AIYEGUNLE EKITI LGA KWARA ST., Nigeria",39.78373,-100.445882
SW/OYO/016,NA,LOCALLY FABRICATED,,,NA,NA,incubator,GOVT HOUSE CLINIC AGODI,"GOVT HOUSE AGODI, IBADAAN OYO",NA,NA,"GOVT HOUSE AGODI, IBADAAN OYO, Nigeria",39.78373,-100.445882
NC/BEN/003,1,,,,NA,,incubator,POLICE COTTAGE COMPREHENSIVE HOSPITAL,POLICE HEADAQUARTERS BENUE STATE COMMAND,Secondary,Hospital,"POLICE HEADAQUARTERS BENUE STATE COMMAND, Nigeria",39.78373,-100.445882
NC/BEN/004,1,,,,NA,,incubator,NKST HEALTH CLINIC,NKST HEALTH CLINIC DEKE BENUE STATE,Primary,Hospital,"NKST HEALTH CLINIC DEKE BENUE STATE, Nigeria",39.78373,-100.445882
NC/BEN/010,1,,,,NA,,incubator,PRIMARY HEALTH CENTRE ITAKPA OBIO,OBI OTUKPO ROADA ITAKPA BENUE STATE,Primary,Hospital,"OBI OTUKPO ROADA ITAKPA BENUE STATE, Nigeria",39.78373,-100.445882
NC/FCT/014,1,GEN LAB,,,NA,,incubator,GENERAL HOSPITAL LABORATORY KUJE,KUJE,Secondary,Hospital,"KUJE, Nigeria",8.879631,7.227202
NC/FCT/014,1,GEN LAB,,,NA,,incubator,GENERAL HOSPITAL LABORATORY KUJE,KUJE,Secondary,Hospital,"KUJE, Nigeria",8.879631,7.227202
NC/KOG/010,1,,,,NA,,incubator,FEDERAL MED CENTER LOKOJA LABORATORY,PMB 1001 LOKOJA KOGI STATE,Tertiary,Hospital,"PMB 1001 LOKOJA KOGI STATE, Nigeria",39.78373,-100.445882
NC/KOG/022,1,,,,NA,,incubator,ZONAL HOSPITAL LABORATORY OKENE LABORATORY,ALONG OHINOYI ROADA OKENE,Secondary,Hospital,"ALONG OHINOYI ROADA OKENE, Nigeria",39.78373,-100.445882
NE/ADA/006,1,CHIPAS,,,NA,,incubator,GENERAL HOSPITAL GOMBI ADAAMAWA STATE,NOT FOUND,Secondary,Public Health,"NOT FOUND, Nigeria",39.78373,-100.445882
NE/BAU/001,1,CHIK PAS,,,NA,,incubator,N&G NURSING HOME,BULKACHUWA KATAGUM LGA BAUCHI STATE,Primary,NA,"BULKACHUWA KATAGUM LGA BAUCHI STATE, Nigeria",39.78373,-100.445882
NE/BRN/001,1,MAMMERT,854,DIN40050 IP20,NA,,incubator,GENERAL HOSPITAL DAMASAK LABORATORY,"OPP MAIDUGURI RD, DAMASAK, BORNU STATE",Secondary,Hospital,"OPP MAIDUGURI RD, DAMASAK, BORNU STATE, Nigeria",39.78373,-100.445882
NE/BRN/002,1,HERAEUS,B 5042,760162B,NA,,incubator,DAMASAK PHC MOBBAR LGA,"OPP DAMASAK CENTRAL CENTRAL PRIMARY SCHOOL BESIDE THE PALACE, BORNU STATE",Primary,Hospital,"OPP DAMASAK CENTRAL CENTRAL PRIMARY SCHOOL BESIDE THE PALACE, BORNU STATE, Nigeria",39.78373,-100.445882
NE/BRN/008,1,,,,NA,,incubator,"PRIMARY HEALTH CENTRE, MUTHAFU(LABORATORY)","OFF UBA ROADA, MUTHAFU, ASKIRIA-UBA LGA",Primary,Public Health,"OFF UBA ROADA, MUTHAFU, ASKIRIA-UBA LGA, Nigeria",39.78373,-100.445882
NE/BRN/009,1,,,,NA,,incubator,"KANN PHC, KALA/BALGE","MAKINDIRI ROADA, KALA/ BALGE",Primary,Public Health,"MAKINDIRI ROADA, KALA/ BALGE, Nigeria",39.78373,-100.445882
NE/GME/005,1,,,,NA,,incubator,"KALTUNGO MEDICAL CENTRE, KALTUNGO",GOMBE STATE,NA,Private,"GOMBE STATE, Nigeria",10.282216,11.162977
NE/GME/005,1,,,,NA,,incubator,"KALTUNGO MEDICAL CENTRE, KALTUNGO",GOMBE STATE,NA,Private,"GOMBE STATE, Nigeria",10.282216,11.162977
NE/GME/005,1,,,,NA,,incubator,"KALTUNGO MEDICAL CENTRE, KALTUNGO",GOMBE STATE,NA,Private,"GOMBE STATE, Nigeria",10.282216,11.162977
NE/GME/005,1,,,,NA,,incubator,"KALTUNGO MEDICAL CENTRE, KALTUNGO",GOMBE STATE,NA,Private,"GOMBE STATE, Nigeria",10.282216,11.162977
NE/TAR/002,1,,,,NA,,incubator,"GENERAL HOSPITAL, WUKARI","AKWANA-KENTE ROADA, PMB 1003, WUKARI",Secondary,Public Health,"AKWANA-KENTE ROADA, PMB 1003, WUKARI, Nigeria",39.78373,-100.445882
NE/TAR/003,1,,,,NA,,incubator,"GENERAL HOSPITAL, BALI","TAKUN ROADA, BALI",Secondary,Hospital,"TAKUN ROADA, BALI, Nigeria",39.78373,-100.445882
NE/TAR/005,1,GENLAB,,,NA,,incubator,"MODEL HEALTH CENTRE, BETE","ANGWAN ABUJA, BETE",Primary,Public Health,"ANGWAN ABUJA, BETE, Nigeria",39.78373,-100.445882
NW/KAD/005,1,SANFA,DNP-9022A,,2586,,incubator,NOVIKEL ENDOSEOPIC SURGERY MEDICAL CENTRE,"KADAUNA NORTH, KADAUNA STATE",NA,NA,"KADAUNA NORTH, KADAUNA STATE, Nigeria",39.78373,-100.445882
NW/KAD/015,1,LOCALLY MADE,,,NA,,incubator,HEALTH CLINIC,"TASHAN- ANGO , IKARA LGA, LADAUNA STATE",Secondary,Private,"TASHAN- ANGO , IKARA LGA, LADAUNA STATE, Nigeria",39.78373,-100.445882
NW/KAD/019,1,locallt made,,,NA,,incubator,LIMI HOSPITAL/MATERNITY,10 NASIR IDRIS CLOSE ZARIA KADAUNA STATE,Other,NA,"10 NASIR IDRIS CLOSE ZARIA KADAUNA STATE, Nigeria",39.78373,-100.445882
NW/KAD/024,1,"COLE MEDICAL INSTRUMENT CO LTD, ENGLAND",705059,,NA,,incubator,"NIGERIAN INSTITUTE OF TRANSPORT TECHNOLOGY, ZARIA (NITT)","PMB 1148, ZARIA, KADAUNA STATE",Secondary,Hospital,"PMB 1148, ZARIA, KADAUNA STATE, Nigeria",39.78373,-100.445882
NW/KAD/026,1,,,,NA,,incubator,KAURA HEALTH CLINIC,PHC KAURA LGA KADAUNA STATE,Primary,Public Health,"PHC KAURA LGA KADAUNA STATE, Nigeria",39.78373,-100.445882
NW/KAD/031,1,COLE,,,NA,,incubator,ALBA CLINICS AND MEDICAL CENTRE LTD,25 CONSTITUTION ROADA P O BOX 1268 KADAUNA,Primary,Private,"25 CONSTITUTION ROADA P O BOX 1268 KADAUNA, Nigeria",39.78373,-100.445882
NW/KAT/009,1,,,,NA,,incubator,BHMUVELI MATERNITY HOME,72 AHMADAU BELLO WAY KATSINA,NA,NA,"72 AHMADAU BELLO WAY KATSINA, Nigeria",39.78373,-100.445882
NW/KEB/006,1,,,,NA,,incubator,LABORATORY GOVT HOUSE CLINIC,"GOVERMENT HOUSE CLINIC, BIRNI KEBBI",Primary,Hospital,"GOVERMENT HOUSE CLINIC, BIRNI KEBBI, Nigeria",39.78373,-100.445882
NW/KEB/010,1,TECHMEL USA,TT9052,,NA,,incubator,"LABORATORY, GENERAL HOSPITAL, MARTHA BAMIYI HOSPITAL","MARTHA BAMIYI HOSPITAL FOR CHILDREN ZURU, KATSINA STATE",Secondary,Hospital,"MARTHA BAMIYI HOSPITAL FOR CHILDREN ZURU, KATSINA STATE, Nigeria",39.78373,-100.445882
NW/SOK/005,1,MEMMERT,DN 12880-KL,2009,NA,,incubator,KURAWA PHC (PRIMARY HEALTH CARE) DISPENSARY,PRIMARY HEALTH CARE DEPARTMENT SABON BIRNIN LGA SOKOTO STATE,Primary,Hospital,"PRIMARY HEALTH CARE DEPARTMENT SABON BIRNIN LGA SOKOTO STATE, Nigeria",39.78373,-100.445882
NW/SOK/007,1,,HH.B11.380,5030466,NA,,incubator,BINJI GENERAL HOSPITAL,BINJI GENERAL HOSPITAL SOKOTO,Secondary,Hospital,"BINJI GENERAL HOSPITAL SOKOTO, Nigeria",13.209539,4.769436
NW/ZAM/001,1,,,,2008,,incubator,PHC FARU (DISPENSARY FARU),"PHC FARU MARADAUN LGA, ZAMFARA STATE",Primary,Other,"PHC FARU MARADAUN LGA, ZAMFARA STATE, Nigeria",39.78373,-100.445882
SE/ABI/002,1,,,,NA,,incubator,AHABA IMENYI PRIMARY HEALITH CENTRE,AHABA IMENYI ISIKWUATOTO ABIA,NA,NA,"AHABA IMENYI ISIKWUATOTO ABIA, Nigeria",39.78373,-100.445882
SE/ABI/025,1,,,,NA,,incubator,(NNENNA HOSPITAL LTD) ABA CLINIC,NO 1 AMOS CLOSE OFF 16 OMULE RD (OFF FAULKS RD) ABA,Other,Private,"NO 1 AMOS CLOSE OFF 16 OMULE RD (OFF FAULKS RD) ABA, Nigeria",39.78373,-100.445882
SE/ANA/009,1,CHIKPAS ELECTRONICS,,NOT SEEN CHIKPAS,NA,,incubator,IMMACULATE HEALTH HOSP & MATERNITY UMUDIOKA,BY AFOR IGWE MARKET ALONG AWKA ONITSHA OLD RD,Other,Other,"BY AFOR IGWE MARKET ALONG AWKA ONITSHA OLD RD, Nigeria",39.78373,-100.445882
SE/ANA/011,1,CHIKPAS ELECTRONICS,,,NA,,incubator,CHUKWUDI HOSPITAL,"CHUKWUDI HOSPITAL, NKPOR (UNO) OFF SCHOOL ROADA OFF AFOR NKPOR MARKET",Other,Hospital,"CHUKWUDI HOSPITAL, NKPOR (UNO) OFF SCHOOL ROADA OFF AFOR NKPOR MARKET, Nigeria",39.78373,-100.445882
SE/ANA/013,1,CHIKPAS,,,NA,,incubator,HOLY ROSARY SPECIALIST HOSPITAL (AIDS RELIEF),HOLY ROSARY SPECIALIST WATERSIDE ONITSHA ANAMBRA,Other,Other,"HOLY ROSARY SPECIALIST WATERSIDE ONITSHA ANAMBRA, Nigeria",39.78373,-100.445882
SE/ANA/015,1,,,,NA,,incubator,HIS GRACE INTERMEDICAL LABORATORIES,ALONG OLD ENUGU ONITSHA RD (OPP. COM. BANK) OGIDI,NA,Private,"ALONG OLD ENUGU ONITSHA RD (OPP. COM. BANK) OGIDI, Nigeria",39.78373,-100.445882
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/016,1,HERAUS 9GEPIIFITE SCHERHEIT),,,NA,,incubator,DR EGBEJIMBA CLINIC IKENGA,NA,NA,NA,"NA, Nigeria",4.96887,7.65985
SE/ANA/018,1,LOCALLY MADE,NA,NA,NA,BIOMEDICAL ENGINEER,incubator,DORMIK EYE SPECIALIST CENTRE,88B UPPER NEW MARKET ROADA ONITSHA ANAMBRA STATE,Other,Private,"88B UPPER NEW MARKET ROADA ONITSHA ANAMBRA STATE, Nigeria",39.78373,-100.445882
SE/EBO/005,1,MEMMERT,854,,NA,,incubator,FATIAMA MATERNITY HOME,ISHIAGU IVO LGA EBONYI STATE,NA,NA,"ISHIAGU IVO LGA EBONYI STATE, Nigeria",39.78373,-100.445882
SE/ENG/022,1,CHIKPAS,,,NA,,incubator,HEALTH CENTER AGUOBU,"73-75 ENUGU ROADA, AFOR- UWU, AGUOBA-OWA EZEAGU LGA",Primary,Public Health,"73-75 ENUGU ROADA, AFOR- UWU, AGUOBA-OWA EZEAGU LGA, Nigeria",39.78373,-100.445882
SE/ENG/025,1,CHIKPAS NIG LTD,,,2000,,incubator,COTTAGE HOPITAL IJI-NIKE,"12 COURT AVENUE, NKWO NIKE, ENUGU EAST LGA ENUGU STATE",Primary,NA,"12 COURT AVENUE, NKWO NIKE, ENUGU EAST LGA ENUGU STATE, Nigeria",39.78373,-100.445882
SE/ENG/027,1,CHIBESET INSTRUMENTS,,,NA,,incubator,AMACIYI HEALTH CENTER,AMAGUGWU ROADA AMECHI AWKNANWA ENUGU STATE LGA,Primary,Public Health,"AMAGUGWU ROADA AMECHI AWKNANWA ENUGU STATE LGA, Nigeria",39.78373,-100.445882
SE/ENG/030,1,YOUNGWORST SCIENTIFIC CO,,,2004,,incubator,GENERAL HOSPITAL AGBANI,AKPO ROADA AGBANI(CLOSE TO ENUGU STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY),NA,NA,"AKPO ROADA AGBANI(CLOSE TO ENUGU STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY), Nigeria",39.78373,-100.445882
SS/BAY/001,1,,,,NA,,incubator,PRIMARY HEALTH CENTRE LABORATORY AYAMASA,AYAMASA LGA BAYELSA STATE,NA,NA,"AYAMASA LGA BAYELSA STATE, Nigeria",39.78373,-100.445882
SS/DEL/004,1,,DNP - 9022 - 1A,4894,NA,,incubator,MEDICAL DIAGONOSTIC LABORATORY,MAMMY II MECHANIC VILLAGE EFFURUN,Secondary,Private,"MAMMY II MECHANIC VILLAGE EFFURUN, Nigeria",39.78373,-100.445882
SS/DEL/006,1,YOUNGWORTH INSTRUMENT,YWI,,NA,,incubator,NAVAL BASS CLINIC LABORATORY,URHIAPELE NAVAL BASS SAPELE DELTA STATE,Refernce Lab,NMOD,"URHIAPELE NAVAL BASS SAPELE DELTA STATE, Nigeria",39.78373,-100.445882
SS/DEL/025,1,NA,DNP 9053A,50053,NA,,incubator,PRIMARY HEALTH CARE CENTRE,ADAONTE DELTA STATE,Primary,Public Health,"ADAONTE DELTA STATE, Nigeria",39.78373,-100.445882
SS/EDO/015,1,MEMMERT,DV30HLW,493348,1017,,incubator,GENERAL HOSPITAL,ALONG IGARRA ROADA AUCHI ETSAKO WEST LGA EDO STATE,Secondary,Hospital,"ALONG IGARRA ROADA AUCHI ETSAKO WEST LGA EDO STATE, Nigeria",39.78373,-100.445882
SS/RIV/002,1,,,,NA,,incubator,GENERAL HOSPITAL BODO GOKANA,PLOT 131 BODO RD BODO GOKANA LGA RIVERS STATE,Secondary,Hospital,"PLOT 131 BODO RD BODO GOKANA LGA RIVERS STATE, Nigeria",39.78373,-100.445882
SS/RIV/003,1,LOCALLY FABRICATED,,,NA,,incubator,TRIUMPH MEDICAL DIAGNOSTIC AND CHEMICAL LABORATORY,60 OLD ABA ROADA BY PARADAISE SCHOOL OYIGBO WEST RIVERS,Other,Private,"60 OLD ABA ROADA BY PARADAISE SCHOOL OYIGBO WEST RIVERS, Nigeria",39.78373,-100.445882
SS/RIV/005,1,,,,NA,,incubator,GENERAL HOSPITAL OMOKU,OMOKU RIVERS STATE,Secondary,Hospital,"OMOKU RIVERS STATE, Nigeria",5.35,6.65
SS/RIV/009,1,,,,NA,,incubator,PRIMARY HEALTH CENTRE KPOR RIVERS STATE,KPOR COMMUNITY,Primary,Hospital,"KPOR COMMUNITY, Nigeria",39.78373,-100.445882
SS/RIV/016,1,LOCALLY FABRICATED,,,NA,,incubator,IMAKAN MEDICAL DIAGNOSTIC SERVICES,11 UST ROADA BY UST MAIN GATE MILE 3 DIOBU PH RIVERS,Other,Private,"11 UST ROADA BY UST MAIN GATE MILE 3 DIOBU PH RIVERS, Nigeria",39.78373,-100.445882
SS/RIV/018,1,LOCALLY FABRICATED,,,NA,,incubator,WOROS DIAGNOSTIC LABORATORY,43 EMENIKE ST MILE 1 DIOBU PORTHARCOURT RIVERS,Other,Private,"43 EMENIKE ST MILE 1 DIOBU PORTHARCOURT RIVERS, Nigeria",39.78373,-100.445882
SW/LAG/017,1,SURGIFIELD MEDICALS,SM9002,SM9052,NA,,incubator,EMEL HOSPITAL SPECIALIST AND PAEDATRIC LAGOS,"21 ROADA , 2 CLOSE FESTAC TOWN",Secondary,Hospital,"21 ROADA , 2 CLOSE FESTAC TOWN, Nigeria",39.78373,-100.445882
SW/LAG/019,1,MEDIFIELD MEDICAL,9052,21787,2010,,incubator,LABORATORY DEPT BUFFER CLINIC,BONNY CAMP VICTORIA ISLAND LAGOS,Primary,Hospital,"BONNY CAMP VICTORIA ISLAND LAGOS, Nigeria",39.78373,-100.445882
SW/LAG/020,1,BTC,,,NA,,incubator,PATHOLOGY DEPT MILITARY HOSPITAL LAGOS,18 AWOLOWO RD IKOYI LAGOS,Secondary,Hospital,"18 AWOLOWO RD IKOYI LAGOS, Nigeria",6.44448,3.426803
SW/LAG/034,1,BRITHCO INSTRUMENTION,,,NA,,incubator,ADAEFEMI HOSPITAL,"25, OGUNDELE STREET, IPAJA LAGOS.",Primary,Private,"25, OGUNDELE STREET, IPAJA LAGOS., Nigeria",39.78373,-100.445882
SW/LAG/047,1,LOCALLY FABRICATED,,,NA,,incubator,VINEYARD HOSPITAL LABORATORY,"4, GBEMI OGUNDEYI STREET, OFFEJIGBO IDIMU ROADA LAGOS",Primary,NMOD,"4, GBEMI OGUNDEYI STREET, OFFEJIGBO IDIMU ROADA LAGOS, Nigeria",39.78373,-100.445882
SW/LAG/051,1,MEMMERT,40050-IP20,854,NA,,incubator,ITUAH HOSPITAL,512 J CLOSE FESTAC TOWN,Primary,Hospital,"512 J CLOSE FESTAC TOWN, Nigeria",39.78373,-100.445882
SW/LAG/053,1,LOCALLY FABRICATED,,N51130,NA,,incubator,AKOKA DIAGNOSTIC CENTRE,"63, ST FINBAR'S COLLEGE ROADA LAGOS STATE",Primary,Hospital,"63, ST FINBAR'S COLLEGE ROADA LAGOS STATE, Nigeria",39.78373,-100.445882
SW/LAG/054,1,INCUBATOR,DNP-9022A,,NA,,incubator,DESERTED INTERNATIONAL HOSPITAL GROUP,"23A, ODUDUWA CRESCENT GRA IKEJA, LAGOS",Primary,Private,"23A, ODUDUWA CRESCENT GRA IKEJA, LAGOS, Nigeria",39.78373,-100.445882
SW/LAG/059,1,JEROTECH,1B-25G,NO19028,NA,,incubator,PATHOLOGY DEPT 68 NARTHY LABORATORY,MYHOUNG BARRACKS YABA-LAGOS,Refernce Lab,Hospital,"MYHOUNG BARRACKS YABA-LAGOS, Nigeria",39.78373,-100.445882
SW/LAG/084,1,LOCALLY FABRICATED,,,NA,NA,incubator,EMKAY MEDICAL LAB SERVICES,"9, OGUNSOLU STR ONILEKERE CEMENT IKEJA",Primary,Private,"9, OGUNSOLU STR ONILEKERE CEMENT IKEJA, Nigeria",39.78373,-100.445882
NC/FCT/012,2,MEMMERT,UM-200,B298-1123,NA,,incubator,ECHOES MEDICAL LABORATORY LIMITED,JOSHUA PLAZA 7 DAMBA CLOSE SULTAN WUSE,NA,NA,"JOSHUA PLAZA 7 DAMBA CLOSE SULTAN WUSE, Nigeria",39.78373,-100.445882
NE/BAU/003,2,SURGCARE ENGLAND,DP - 9022,,NA,,incubator,NIGERIA ARMY MEDICAL CENTRE,BAUCHI BAUCHI STATE,Other,NMOD,"BAUCHI BAUCHI STATE, Nigeria",10.314762,9.845442
NE/YOB/001,2,HERAEUS,,,NA,,incubator,PRIMARY HEALTH CENTRE,CHUKURIWA NANAGORE L G A,Primary,NA,"CHUKURIWA NANAGORE L G A, Nigeria",39.78373,-100.445882
NW/KAD/025,2,MEMMERT,,,NA,,incubator,FED. NEURO PSYCHRIATRIC HOSPITAL LABORATORY,"BARNAWA, KADAUNA,",Tertiary,Hospital,"BARNAWA, KADAUNA,, Nigeria",39.78373,-100.445882
SS/DEL/003,2,Life Care Medical,"DNP - 9052 -A, REX - C - 700",,NA,,incubator,OSEMEKE MATRENITY HOME,IGBODO IKA NORTH EAST LGA DELTA STATE,Primary,Private,"IGBODO IKA NORTH EAST LGA DELTA STATE, Nigeria",39.78373,-100.445882
SS/DEL/010,2,"AISET , AISET","DNP - 9025 A , DNP 9025","90869 , 5692",NA,,incubator,PRIMARY HEALTH CENTER AVIARA,AVIARA - ARAYA ROADA ISOKO SOUTH LGA DELTA STATE,Primary,Public Health,"AVIARA - ARAYA ROADA ISOKO SOUTH LGA DELTA STATE, Nigeria",39.78373,-100.445882
SW/LAG/001,2,MICROFIELD HOST ENGLAND,SM 9052,,2008,,incubator,Z,"LAGOS STATE UNIVERSITY TEACHING HOSP IKEJA, LAGOS",Tertiary,Hospital,"LAGOS STATE UNIVERSITY TEACHING HOSP IKEJA, LAGOS, Nigeria",39.78373,-100.445882
NW/KAD/028,3,"GENLAB, GALLENKAMP","MINI/50, BA-4056",1.10E+43,2011,,incubator,GODIYA HOSPITAL KWOI,"P O BOX 179 KWOI, JABA LGA",Other,Private,"P O BOX 179 KWOI, JABA LGA, Nigeria",39.78373,-100.445882
SE/ENG/021,3,GALLENKAMP ENGLAND,DNP 9022A,,2004,,incubator,ENO MEDICAL LABORATORY,"18 OGBUNIKE STREET COAL CAMP, ENUGU STATE",NA,Private,"18 OGBUNIKE STREET COAL CAMP, ENUGU STATE, Nigeria",6.423765,7.47952
SW/LAG/064,NA,HAIER THERMOCOOL,HRDP-54AB,NA,NA,HAIER THERMOCOOL,incubator,PATH.DEPT.,NAT. ORTHO. HOSP. IGBOBILAGOS,Tertiary,Hospital,"NAT. ORTHO. HOSP. IGBOBILAGOS, Nigeria",39.78373,-100.445882
SE/IMO/002,2,NA,"320,IH150",NA,NA,,incubator,NSU GEN HOSPITAL MBANO IMO STATE,NSU EHIME LGA IMO STATE,Secondary,Public Health,"NSU EHIME LGA IMO STATE, Nigeria",39.78373,-100.445882
SE/ABI/006,NA,,,NA,NA,,incubator,GENERAL HOSP. UZUAKOLI,GENERAL HOSP. UZUAKOLI BENDE LGA ABIA STATE,Secondary,NA,"GENERAL HOSP. UZUAKOLI BENDE LGA ABIA STATE, Nigeria",39.78373,-100.445882
SE/ABI/018,NA,,,NA,NA,,incubator,CHIOMA MATERNITY HOME,CHIOMA MATERNITY HOME OBINGWA ABIA,NA,NA,"CHIOMA MATERNITY HOME OBINGWA ABIA, Nigeria",39.78373,-100.445882
SE/IMO/009,NA,HERATUS,,NA,NA,EXTERNALLY ARRANGED,incubator,TRUST MEDICAL DIAGNOSTIC LABORATORY,13/16 DOUGLAS ROADA OWERRI IMO STATE,Primary,Private,"13/16 DOUGLAS ROADA OWERRI IMO STATE, Nigeria",39.78373,-100.445882
SE/IMO/012,NA,JUKAS,,NA,NA,,incubator,EZIAMA (ULORJI) HEALTH CENTRE IKEDURU LGA IMO STATE,P O BOX 171 IKEDURU LGA IMO STATE,Primary,Public Health,"P O BOX 171 IKEDURU LGA IMO STATE, Nigeria",39.78373,-100.445882
SW/LAG/062,NA,LAMFIELD MED ENGLAND,,NA,NA,,incubator,SOLVICAJ MED. DIAG. CENTRE,"208, ABARAJE RD IKOTUN LAGOS ST .",Other,Private,"208, ABARAJE RD IKOTUN LAGOS ST ., Nigeria",39.78373,-100.445882
SW/OYO/029,NA,GINLAB INSTRUMENTS,,543,2002,DOD VENDOR,incubator,PATHOLOGY LABORATORY HOSPITAL,2ND MECHANISED DIVISION MEDICAL CENTRE ODOGBO IBADAAN,Secondary,NMOD,"2ND MECHANISED DIVISION MEDICAL CENTRE ODOGBO IBADAAN, Nigeria",39.78373,-100.445882
NC/KWA/003,NA,GALLENKAMP,APPNO 4PC4417,INA300010W,NA,NA,incubator,SOBI SPECIALIST HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NC/KWA/003,NA,GALLENKAMP,APPNO 4PC4417,INA300010W,NA,NA,incubator,SOBI SPECIALIST HOSPITAL,ILORIN KWARA STATE,NA,NA,"ILORIN KWARA STATE, Nigeria",8.496366,4.548048
NW/KAT/003,NA,LOCAL MANUFACTURE,,,NA,NA,incubator,ALLAHU SHAFI MEDICAL DIAGNOSTIC CENTRE,"2, MANI ROADA BY WTC ROUND ABOUT KATSINA, KATSINA STATE",Other,Private,"2, MANI ROADA BY WTC ROUND ABOUT KATSINA, KATSINA STATE, Nigeria",39.78373,-100.445882
